2q	Etiqueta 1	Etiqueta 2	Etiqueta 3	Resumen pregunta	Link etiqueta 2	keyword1	keyword2	keyword3	keyword4	keyword5	Pregunta	Respuesta	Fuente
89	Diabetes	Hipoglicemia			http://www.diabetes.org/es/vivir-con-diabetes/tratamiento-y-cuidado/el-control-de-la-glucosa-en-la-sangre/hipoglucemia.html?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/complicaciones-en-los-pies.html?loc=lwd-es-slabnav						¿Qué hacer cuando una persona se desmaya por hipoglicemia?	Darle de comer o tomar que tengacarbohidratos. jugo de fruta o refresco regular no dietético; 5 o 6 barras de caramelo; 1 cucharada (15 ml) de azúcar, sola o disuelta en agua; 1 cucharada (15 ml) de miel o jarabe.Espere aproximadamente 15 minutos antes de repetirlo.Esto puede causar hiperglucemia. Si aun persiste  se puede utilizar un kit de Glucagon o sino consulte a un servicio de urgencia.	diabetes.org
94	Diabetes	Hipoglicemia			http://www.diabetes.org/es/vivir-con-diabetes/tratamiento-y-cuidado/el-control-de-la-glucosa-en-la-sangre/hipoglucemia.html?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/complicaciones-en-los-pies.html?loc=lwd-es-slabnav						¿Cómo puedo prevenir los bajos niveles de glucosa?	La mejor manera que conocemos para prevenir la hipoglucemia es el buen control de la diabetes. La clave consiste en aprender a reconocer los síntomas de la hipoglucemia. De esa forma, puede tratar la hipoglucemia antes de que empeore.	diabetes.org
95	Diabetes	Nefropatia				nefropatia					Enfermedad renal (nefropatía)	Los riñones son órganos asombrosos. Dentro de ellos hay millones de diminutos vasos sanguíneos que actúan como filtros. Su labor es eliminar productos de desecho de la sangre. A veces este sistema de filtrado deja de funcionar debidamente. La diabetes y otras enfermedades puede causar daño a los riñones y hacer que fallen. Cuando los riñones fallan, pierden su capacidad de filtrar los productos de desecho, lo que resulta en nefropatía. 	diabetes.org
96	Diabetes	Nefropatia									Que es la Nefropatía	Los riñones son órganos asombrosos. Dentro de ellos hay millones de diminutos vasos sanguíneos que actúan como filtros. Su labor es eliminar productos de desecho de la sangre. A veces este sistema de filtrado deja de funcionar debidamente. La diabetes y otras enfermedades puede causar daño a los riñones y hacer que fallen. Cuando los riñones fallan, pierden su capacidad de filtrar los productos de desecho, lo que resulta en nefropatía. 	diabetes.org
97	Diabetes	Nefropatia									¿A quiénes les da nefropatía?	Pueden influir en el surgimiento de nefropatía factores genéticos, enfermedades como la diabetes y la presión alta constante. Mientras mejor controle la persona la diabetes y presión arterial, menor la posibilidad de que tenga nefropatía.	diabetes.org
98	Diabetes	Nefropatia									¿Cuáles son los síntomas de la nefropatía?	Los riñones trabajan mucho para compensar problemas capilares, por lo que la nefropatía no produce ningún síntoma hasta que casi toda la función desaparece. Además, los síntomas de la nefropatía no son específicos. El primer síntoma de nefropatía a menudo es la acumulación de líquido. Otros síntomas de nefropatía incluyen la pérdida de sueño, falta de apetito, malestar estomacal, debilidad y dificultad para concentrarse.	diabetes.org
73	Diabetes	Neuropatia				neuropatía					A que partes del cuerpo afecta la Neuropatía Diabetica	La neuropatía periférica, el tipo más común de neuropatía diabética, causa dolor o pérdida de sensación en los dedos del pie, en los pies, las piernas, las manos y los brazos.	niddk.nih.gov
74	Diabetes	Neuropatia									A que partes del cuerpo afecta la neuropatía autónoma	La neuropatía autónoma causa cambios en funciones digestivas, intestinales y vesicales, en la respuesta sexual y en la transpiración. También puede afectar los nervios asociados con el corazón y aquellos que controlan la presión arterial, así como los nervios en los pulmones y los ojos. 	niddk.nih.gov
75	Diabetes	Neuropatia									A que partes del cuerpo afecta la neuropatía proximal	La neuropatía proximal causa dolor en los muslos, caderas o nalgas y produce debilidad en las piernas.	niddk.nih.gov
76	Diabetes	Neuropatia									A que partes del cuerpo afecta la neuropatía focal	La neuropatía focal ocasiona el debilitamiento repentino de un nervio o un grupo de nervios, causando debilidad muscular o dolor. Cualquier nervio en el cuerpo puede verse afectado, por ejemplo ojos, músculos faciales, orejas, pelvis y la parte inferior de la espalda,pecho,abdomen,muslos,piernas,pies 	niddk.nih.gov
59	Diabetes	Neuropatia									¿Qué son las neuropatías diabéticas?	Las neuropatías diabéticas son un conjunto de trastornos nerviosos causados por la diabetes, pueden desarrollar daño de los nervios en todo el cuerpo. Algunas personas con daño nervioso no presentan síntomas, mientras que otras pueden presentar síntomas  como dolor, hormigueo o adormecimiento—pérdida de sensación—en las manos, brazos, piernas y pies.indigestión, náuseas o vómitos, diarrea o estreñimiento,mareo o desmayo a causa de un descenso de la presión arterial después de incorporarse de la cama o sentarse,problemas de micción,disfunción eréctil en los hombres y sequedad vaginal en las mujeres,debilidad Los problemas  pueden presentarse en cualquier  de órganos, incluidos el tracto digestivo, el corazón y los órganos sexuales.el más conocido son los problemas a los pies llevando incluso a la amputación de ellos	niddk.nih.gov
60	Diabetes	Neuropatia									¿Que es la neuropatía diabética y cuáles son los síntomas?	Las neuropatías diabéticas son un conjunto de trastornos nerviosos causados por la diabetes, pueden desarrollar daño de los nervios en todo el cuerpo. Algunas personas con daño nervioso no presentan síntomas, mientras que otras pueden presentar síntomas  como dolor, hormigueo o adormecimiento—pérdida de sensación—en las manos, brazos, piernas y pies.indigestión, náuseas o vómitos, diarrea o estreñimiento,mareo o desmayo a causa de un descenso de la presión arterial después de incorporarse de la cama o sentarse,problemas de micción,disfunción eréctil en los hombres y sequedad vaginal en las mujeres,debilidad Los problemas  pueden presentarse en cualquier  de órganos, incluidos el tracto digestivo, el corazón y los órganos sexuales.el más conocido son los problemas a los pies llevando incluso a la amputación de ellos	niddk.nih.gov
61	Diabetes	Neuropatia									¿Qué es la neuropatía diabética y qué síntomas presenta?	Las neuropatías diabéticas son un conjunto de trastornos nerviosos causados por la diabetes, pueden desarrollar daño de los nervios en todo el cuerpo. Algunas personas con daño nervioso no presentan síntomas, mientras que otras pueden presentar síntomas  como dolor, hormigueo o adormecimiento—pérdida de sensación—en las manos, brazos, piernas y pies.indigestión, náuseas o vómitos, diarrea o estreñimiento,mareo o desmayo a causa de un descenso de la presión arterial después de incorporarse de la cama o sentarse,problemas de micción,disfunción eréctil en los hombres y sequedad vaginal en las mujeres,debilidad Los problemas  pueden presentarse en cualquier  de órganos, incluidos el tracto digestivo, el corazón y los órganos sexuales.el más conocido son los problemas a los pies llevando incluso a la amputación de ellos	niddk.nih.gov
62	Diabetes	Neuropatia									¿Cuál es el tratamiento para la neuropatía diabetica?	El primer paso en el tratamiento es hacer que los niveles de glucosa en la sangre regresen al rango normal para evitar daño adicional de los nervios.El control de glucosa en la sangre, un plan de alimentos, la actividad física y las medicinas o la insulina para la diabetes ayudan a controlar los niveles de glucosa en la sangre.el tratamiento adicional depende del tipo de problema nervioso y de los síntomas. Alivio del dolor, Alivio de los problemas gastrointestinales, Alivio Mareo y debilidad, Problemas urinarios y sexuales y problemas del pie diabetico.	niddk.nih.gov
63	Diabetes	Neuropatia				neuropatías					¿Cuáles son las causas de las neuropatías diabéticas?	Los investigadores están estudiando cómo la exposición prolongada a niveles elevados de glucosa causa daño de los nervios, Es probable que las causas sean una combinación de distintos factores:factores metabólicos, tales como glucosa elevada en la sangre, diabetes prolongada, niveles anormales de grasa en la sangre (colesterol) y probablemente niveles bajos de insulina factores neurovasculares, que llevan a daño de los vasos sanguíneos que transportan oxígeno y nutrientes a los nervios,factores autoinmunitarios que causan inflamación de los nervios,lesiones mecánicas de los nervios, tal como el síndrome del túnel carpiano,rasgos hereditarios que aumentan la susceptibilidad a sufrir daño nervioso,factores del estilo de vida, tales como fumar o consumir alcohol 	niddk.nih.gov
64	Diabetes	Neuropatia									¿Qué tipos de neuropatías diabéticas existen?	La neuropatía diabética se clasifi ca en periférica, autónoma, proximal o focal. La neuropatía periférica, el tipo más común de neuropatía diabética, causa dolor o pérdida de sensación en los dedos del pie, en los pies, las piernas, las manos y los brazos. La neuropatía autónoma causa cambios en funciones digestivas, intestinales y vesicales, en la respuesta sexual y en la transpiración, La neuropatía proximal causa dolor en los muslos, caderas o nalgas y produce debilidad en las piernas. La neuropatía focal ocasiona el debilitamiento repentino de un nervio o un grupo de nervios, causando debilidad muscular o dolor.	niddk.nih.gov
65	Diabetes	Neuropatia									¿Qué es la neuropatía periférica?	Es el daño de los nervios de los brazos y piernas. Es probable que sus pies y piernas se vean afectados antes que sus manos y brazos, Muchas personas que la padecen no perciben que la tienen, Los síntomas de la neuropatía periférica pueden incluir , adormecimiento o insensibilidad al dolor o a la temperatura, una sensación de hormigueo, quemazón o picazón, dolores o calambres agudos, sensibilidad extrema al tacto, inclusive el tacto leve, pérdida de equilibrio y coordinación .Estos síntomas a menudo son peores por las noches.	niddk.nih.gov
66	Diabetes	Neuropatia									¿Qué es la neuropatía autónoma?	Afecta los nervios que controlan el corazón, regulan la presión arterial y controlan las concentraciones de glucosa en la sangre. La neuropatía autónoma también afecta a otros órganos internos, causando problemas de la digestión, función respiratoria, micción, respuesta sexual y visión.	niddk.nih.gov
125	Diabetes	Alimentacion y Diabetes	Obesidad y Diabetes			obesidad					Obesidad y diabetes	El sobrepeso es un factor de riesgo para tener esta enfermedad, pero otros factores de riesgo también influyen como los antecedentes familiares, raza y edad. Desafortunadamente, muchas personas no le prestan importancia a los otros factores de riesgo y piensan que el peso es el único factor de riesgo para la diabetes tipo 2. La mayoría de la gente con sobrepeso no tiene diabetes tipo 2, y mucha gente que tiene diabetes tipo 2 tiene un peso normal o muy poco sobrepeso.	diabetes.org
126	Diabetes	Alimentacion y Diabetes	Obesidad y Diabetes			obeso					¿Si soy obeso se puede predecir si voy a padecer diabetes en un futuro?	El sobrepeso es un factor de riesgo para tener esta enfermedad, pero otros factores de riesgo también influyen como los antecedentes familiares, raza y edad. Desafortunadamente, muchas personas no le prestan importancia a los otros factores de riesgo y piensan que el peso es el único factor de riesgo para la diabetes tipo 2. La mayoría de la gente con sobrepeso no tiene diabetes tipo 2, y mucha gente que tiene diabetes tipo 2 tiene un peso normal o muy poco sobrepeso.	diabetes.org
147	Diabetes	Dental y Diabetes			http://www.diabetes.org/es/vivir-con-diabetes/tratamiento-y-cuidado/higiene-y-salud-bucal/?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/informacion-basica-de-la-diabetes/diabetes-gestacional/?loc=db-es-slabnav	periodoncia					me gustaría saber qué relación existe entre la periodoncia y la diabetes	Si su nivel de glucosa en la sangre no está bien controlado, tendrá mayor probabilidad de tener una enfermedad avanzada en las encías y perder más dientes que las personas sin diabetes. Como con todas las infecciones, una enfermedad avanzada en las encías puede ser un factor que causa el aumento de la glucosa y dificulta el control de la diabetes.	diabetes.org
68	Diabetes	Complicaciones diabetes	Pie Diabetico		http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/complicaciones-en-los-pies.html?loc=lwd-es-slabnav	pie diabético					¿Qué es el Pie diabético?	El pie diabetico es Una alteración anatómica o funcional, determinada por anomalías neurológicas y diversos grados de enfermedad vascular periférica de la extremidad inferior y que le confiere a éste una mayor susceptibilidad de presentar infección, ulceración y/o destrucción de tejidos profundos. Este tipo de ulcera deben ser curado en un centro de especializado en el pie diabetico, debido a que el riesgo es de que se comlique y termine en una amputación.	niddk.nih.gov
145	Diabetes	Complicaciones diabetes	Pie Diabetico		http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/complicaciones-en-los-pies.html?loc=lwd-es-slabnav	pie diabético					A mi abuelo tiene 90 años le amputaron una pierna hace 20 años y hoy nos dijeron que deben amputarle la otra por enfermedad vascular periférica y diabetes, ¿qué tan viable es este método para él?		
149	Diabetes	Complicaciones diabetes	Pie Diabetico		http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/complicaciones-en-los-pies.html?loc=lwd-es-slabnav	pie diabético					Tengo diabetes y una herida en el pie, cómo puedo hacer para que se le cure.	El pie diabetico es Una alteración anatómica o funcional, determinada por anomalías neurológicas y diversos grados de enfermedad vascular periférica de la extremidad inferior y que le confiere a éste una mayor susceptibilidad de presentar infección, ulceración y/o destrucción de tejidos profundos. Este tipo de ulcera deben ser curado en un centro de especializado en el pie diabetico, debido a que el riesgo es de que se comlique y termine en una amputación.	niddk.nih.gov
164	Diabetes		Piel			piel					complicaciones de la piel y diabetes	Hasta 33 por ciento de las personas con diabetes tienen en algún momento en la vida una afección a la piel causada o afectada por la diabetes, ncluyen infecciones con bacterias y con hongos, y picazón. Otros problemas de piel se presentan particular o solamente en personas con diabetes. Incluyen dermopatía diabética, necrobiosis lipoídica diabética, ampollas diabéticas y xantomatosis eruptiva.	diabetes.org
